controller,step,time_s,intervened,nominal_u1,nominal_u2,nominal_u3,executed_u1,executed_u2,executed_u3,action_change_norm,slosh_mm,distance_to_goal_m
PPO + BRT,177,1.7800,1,-0.5299494,-0.0436554,0.0077927,-0.0773019,-0.0074465,-0.0846175,0.4634010,0.44318,0.454862
PPO + BRT,178,1.7900,1,-0.5532098,-0.0496113,0.0221810,0.2104796,0.0161828,-0.1278733,0.7810677,0.33325,0.453706
PPO + BRT,179,1.8000,1,-0.5983195,-0.0426209,0.0509369,0.4278347,0.0483826,-0.1421964,1.0481291,0.29699,0.452573
PPO + BRT,180,1.8100,1,-0.6649195,-0.0267956,0.0859652,0.5328472,0.0764620,-0.1278206,1.2210699,0.29720,0.451475
PPO + BRT,181,1.8200,1,-0.7234069,-0.0105206,0.1088013,0.5220156,0.0866742,-0.0986389,1.2663158,0.29352,0.450418
PPO + BRT,182,1.8300,1,-0.7381278,-0.0016871,0.1186332,0.4284250,0.0738337,-0.0584364,1.1823293,0.27799,0.449401
PPO + BRT,183,1.8400,1,-0.7175628,0.0058209,0.1201184,0.3004504,0.0555768,-0.0176291,1.0284945,0.26644,0.448417
PPO + BRT,184,1.8500,1,-0.6841714,0.0218417,0.1123302,0.1753438,0.0507836,0.0096038,0.8661158,0.28119,0.447460
PPO + BRT,185,1.8600,1,-0.6520566,0.0450808,0.0975721,0.1441979,0.0619264,0.0129219,0.8009186,0.32926,0.446522
PPO + BRT,186,1.8700,1,-0.6223099,0.0716088,0.0801653,0.1479304,0.0786241,0.0070056,0.7737388,0.40155,0.445601
PPO + BRT,187,1.8800,1,-0.5961092,0.0985901,0.0621096,0.2323873,0.0957713,-0.0087404,0.8315251,0.48814,0.444697
PPO + BRT,188,1.8900,1,-0.5701306,0.1237777,0.0460387,0.3355084,0.1055287,-0.0228105,0.9084356,0.58483,0.443815
PPO + BRT,189,1.9000,1,-0.5446740,0.1459001,0.0326774,0.5124535,0.1002152,-0.0370977,1.0604123,0.69256,0.442961
PPO + BRT,190,1.9100,1,-0.5161701,0.1648201,0.0236501,0.7497320,0.0625352,-0.0433390,1.2717931,0.81682,0.442144
PPO + BRT,191,1.9200,1,-0.4824593,0.1818478,0.0194113,1.1741321,-0.0719494,-0.0361488,1.6768408,0.96961,0.441375
PPO + BRT,192,1.9300,1,-0.4357344,0.2012046,0.0214518,2.6150296,-1.1107653,0.0662441,3.3212094,1.19457,0.440676
PPO + BRT,193,1.9400,1,-0.3416149,0.2549822,0.0322174,-1.9786807,0.0191324,0.0075920,1.6541512,1.39018,0.440117
PPO + BRT,194,1.9500,1,-0.4643402,0.2276266,-0.0292803,2.2064354,0.2588850,-1.0380365,2.8551023,1.54168,0.439457
PPO + BRT,195,1.9600,1,-0.4020594,0.2249098,0.0125140,-3.7727926,-1.1263907,1.0656152,3.7811213,1.58817,0.438932
PPO + BRT,196,1.9700,0,-0.4410440,0.0833707,-0.1138700,-0.4410440,0.0833707,-0.1138700,0.0000000,1.46418,0.438196
PPO + BRT,197,1.9800,0,-0.3994752,0.0541280,-0.1083497,-0.3994752,0.0541280,-0.1083497,0.0000000,1.28425,0.437445
PPO + BRT,198,1.9900,0,-0.3744731,0.0472434,-0.1058598,-0.3744731,0.0472434,-0.1058598,0.0000000,1.06296,0.436681
PPO + BRT,199,2.0000,0,-0.3673062,0.0458857,-0.1026607,-0.3673062,0.0458857,-0.1026607,0.0000000,0.81703,0.435907
PPO + BRT,200,2.0100,1,-0.3720513,0.0432953,-0.0947293,-0.3552833,0.0465027,-0.0987121,0.0175304,0.57033,0.435122
PPO + BRT,201,2.0200,1,-0.3830239,0.0392818,-0.0824102,0.0261742,0.1228667,-0.1779555,0.4284372,0.37921,0.434326
PPO + BRT,202,2.0300,1,-0.4055509,0.0426612,-0.0601664,0.3648764,0.2094151,-0.2374425,0.8079554,0.33085,0.433543
PPO + BRT,203,2.0400,1,-0.4391858,0.0510394,-0.0243823,0.6597789,0.2985073,-0.2726027,1.1535064,0.39507,0.432790
PPO + BRT,204,2.0500,1,-0.5011798,0.0623174,0.0336472,0.8599389,0.3705897,-0.2632103,1.4268149,0.45271,0.432084
PPO + BRT,205,2.0600,1,-0.6081669,0.0692924,0.1056359,0.9913998,0.4084092,-0.2165624,1.6665610,0.44992,0.431435
PPO + BRT,206,2.0700,1,-0.6811416,0.0607967,0.1508877,1.0393546,0.3163124,-0.1125116,1.7591971,0.37449,0.430850
PPO + BRT,207,2.0800,0,-0.6655676,0.0518930,0.1704546,-0.6655676,0.0518930,0.1704546,0.0000000,0.27993,0.430329
PPO + BRT,208,2.0900,1,-0.6930181,0.0439806,0.1481368,1.3609324,-0.3080135,0.2274625,2.0854027,0.16600,0.429776
PPO + BRT,209,2.1000,0,-0.6144167,0.0940228,0.1514016,-0.6144167,0.0940228,0.1514016,0.0000000,0.06806,0.429298
PPO + BRT,210,2.1100,0,-0.6476360,0.0924806,0.1257470,-0.6476360,0.0924806,0.1257470,0.0000000,0.12135,0.428791
PPO + BRT,211,2.1200,1,-0.6797602,0.0950465,0.0964837,1.3537054,-0.9010570,-0.1397949,2.2766275,0.21720,0.428255
PPO + BRT,212,2.1300,0,-0.5844648,0.1732843,0.0958430,-0.5844648,0.1732843,0.0958430,0.0000000,0.32865,0.427792
PPO + BRT,213,2.1400,0,-0.6269014,0.1752784,0.0667808,-0.6269014,0.1752784,0.0667808,0.0000000,0.39852,0.427303
PPO + BRT,214,2.1500,1,-0.6655952,0.1626052,0.0378962,0.6022205,0.0821795,-0.3809603,1.3376343,0.45558,0.426785
PPO + BRT,215,2.1600,0,-0.6432047,0.1673615,0.0441909,-0.6432047,0.1673615,0.0441909,0.0000000,0.49664,0.426309
PPO + BRT,216,2.1700,1,-0.6709781,0.1416157,0.0147072,1.9902078,-0.3275563,0.1640670,2.7063520,0.55814,0.425804
PPO + BRT,217,2.1800,0,-0.5748360,0.2145124,0.0456135,-0.5748360,0.2145124,0.0456135,0.0000000,0.63778,0.425407
PPO + BRT,218,2.1900,0,-0.6258246,0.1930107,0.0167155,-0.6258246,0.1930107,0.0167155,0.0000000,0.65995,0.424984
PPO + BRT,219,2.2000,1,-0.6491458,0.1498896,-0.0115778,3.3407266,-1.0463725,-2.9316964,5.0869656,0.74263,0.424533
PPO + BRT,220,2.2100,0,-0.5029524,0.2023459,0.0717007,-0.5029524,0.2023459,0.0717007,0.0000000,0.87790,0.424285
PPO + BRT,221,2.2200,0,-0.5705448,0.1935158,0.0382607,-0.5705448,0.1935158,0.0382607,0.0000000,0.94268,0.424013
PPO + BRT,222,2.2300,0,-0.6311102,0.1554386,0.0041395,-0.6311102,0.1554386,0.0041395,0.0000000,0.93614,0.423713
PPO + BRT,223,2.2400,0,-0.6403318,0.1017926,-0.0307119,-0.6403318,0.1017926,-0.0307119,0.0000000,0.86222,0.423384
PPO + BRT,224,2.2500,1,-0.5868502,0.0574309,-0.0571403,-0.4964381,-0.0516329,0.4728202,0.5485684,0.73250,0.423025
PPO + BRT,225,2.2600,1,-0.5191663,0.0500031,-0.0741819,0.7720280,0.1807414,0.7015826,1.5119807,0.59661,0.422639
PPO + BRT,226,2.2700,1,-0.5494605,0.0887206,-0.0530871,1.8492837,1.6771685,2.2356043,3.6763091,0.52669,0.422293
PPO + BRT,227,2.2800,1,-0.6367387,0.1282706,0.0070767,-1.0933771,0.0938355,-0.1045721,0.4713490,0.46532,0.422038
PPO + BRT,228,2.2900,1,-0.5695196,0.0630113,-0.0246031,-3.1847477,0.4226886,-4.4490290,5.1521192,0.27427,0.421729
PPO + BRT,229,2.3000,1,-0.4662012,-0.1223907,-0.0675122,2.2499337,-0.4791970,1.2952772,3.0597212,0.09877,0.421292
PPO + BRT,230,2.3100,1,-0.5388693,-0.0031294,0.0046015,1.9563020,-0.7542206,5.7220116,6.2832150,0.04764,0.420967
PPO + BRT,231,2.3200,0,-0.5730889,0.2436193,0.0118165,-0.5730889,0.2436193,0.0118165,0.0000000,0.03803,0.420697
PPO + BRT,232,2.3300,1,-0.5650469,0.2078208,0.0134872,-0.6858792,0.4528208,-0.4838787,0.5674490,0.11298,0.420400
PPO + BRT,233,2.3400,1,-0.5501530,0.1488028,0.0235891,-0.5673757,0.7969996,-1.3976979,1.5622140,0.18770,0.420076
PPO + BRT,234,2.3500,1,-0.5550715,0.0610862,0.0517125,0.0221233,1.5124214,-4.2471099,4.5737734,0.24359,0.419740
PPO + BRT,235,2.3600,1,-0.6446438,-0.1084754,0.1284887,-2.2429304,-2.2012708,2.9968250,3.8937984,0.36307,0.419452
PPO + BRT,236,2.3700,1,-0.4558815,0.0248594,-0.0038095,2.5504069,1.1558403,-1.2207677,3.4348035,0.44964,0.419011
PPO + BRT,237,2.3800,1,-0.6552929,0.0114525,0.1413447,-3.8201213,-0.5295472,0.7306998,3.2643771,0.54822,0.418727
PPO + BRT,238,2.3900,1,-0.4436414,-0.0193099,0.0038014,2.9006271,0.8668292,-0.8150738,3.5552680,0.63868,0.418232
PPO + BRT,239,2.4000,1,-0.6475371,-0.0067727,0.1545987,-7.1095185,-1.1844548,1.6892569,6.7453179,0.81714,0.417909
PPO + BRT,240,2.4100,1,-0.3705309,-0.0451721,-0.0825636,2.0200050,0.6115062,-0.7016192,2.5552137,1.08719,0.417187
PPO + BRT,241,2.4200,1,-0.4079184,-0.0180719,0.0494413,2.2632861,0.8191643,-0.7037696,2.8989007,1.16623,0.416590
PPO + BRT,242,2.4300,1,-0.5874012,-0.0141355,0.1734595,2.6310580,1.2221491,-1.0339507,3.6530423,1.05101,0.416129
PPO + BRT,243,2.4400,0,-0.5847279,0.0113329,0.1788641,-0.5847279,0.0113329,0.1788641,0.0000000,0.84960,0.415829
PPO + BRT,244,2.4500,0,-0.5898663,0.0132269,0.1692901,-0.5898663,0.0132269,0.1692901,0.0000000,0.66916,0.415499
PPO + BRT,245,2.4600,1,-0.5949902,0.0198740,0.1571646,-0.7761234,-0.0769245,0.2257296,0.2165187,0.52071,0.415139
PPO + BRT,246,2.4700,1,-0.6040837,0.0355231,0.1394423,-1.9608890,-1.0613765,0.8136068,1.8704565,0.42924,0.414738
PPO + BRT,247,2.4800,1,-0.6056181,0.1066471,0.0824418,4.2318935,-0.3182829,-1.0998286,4.9979844,0.27144,0.414224
PPO + BRT,248,2.4900,0,-0.4652303,0.1532703,0.1333351,-0.4652303,0.1532703,0.1333351,0.0000000,0.19841,0.413951
PPO + BRT,249,2.5000,0,-0.4742773,0.1606486,0.1181987,-0.4742773,0.1606486,0.1181987,0.0000000,0.36260,0.413655
PPO + BRT,250,2.5100,1,-0.4916527,0.1676417,0.0965332,-1.1432730,-0.0910458,0.2496024,0.7176060,0.50593,0.413336
PPO + BRT,251,2.5200,1,-0.5450834,0.1889987,0.0489535,-3.0453553,-1.5493717,0.7046806,3.1150072,0.51088,0.412956
PPO + BRT,252,2.5300,1,-0.4892451,0.1341483,-0.0677060,2.0114889,0.4028907,-0.8426412,2.6318090,0.48439,0.412403
PPO + BRT,253,2.5400,1,-0.5844378,0.2166231,0.0086349,7.1242151,-11.3584986,-4.5324874,14.6297150,0.74951,0.411973
PPO + BRT,254,2.5500,0,-0.2239389,0.5148672,0.0311705,-0.2239389,0.5148672,0.0311705,0.0000000,1.20678,0.411919
PPO + BRT,255,2.5600,0,-0.2602018,0.4983255,0.0263107,-0.2602018,0.4983255,0.0263107,0.0000000,1.56938,0.411857
PPO + BRT,256,2.5700,1,-0.3436387,0.4849685,0.0221945,-0.8248390,0.6147179,0.0650203,0.5002226,1.81115,0.411785
PPO + BRT,257,2.5800,1,-0.4908633,0.4238005,0.0209364,-0.5916794,0.4560123,0.0293670,0.1061723,1.92409,0.411672
PPO + BRT,258,2.5900,0,-0.5960745,0.3337640,0.0243393,-0.5960745,0.3337640,0.0243393,0.0000000,1.92208,0.411532
PPO + BRT,259,2.6000,0,-0.6118479,0.2559660,0.0260541,-0.6118479,0.2559660,0.0260541,0.0000000,1.81578,0.411363
PPO + BRT,260,2.6100,0,-0.5713765,0.1857816,0.0133029,-0.5713765,0.1857816,0.0133029,0.0000000,1.62021,0.411164
PPO + BRT,261,2.6200,0,-0.5398255,0.1250019,-0.0081799,-0.5398255,0.1250019,-0.0081799,0.0000000,1.35456,0.410938
PPO + BRT,262,2.6300,0,-0.5210443,0.0701962,-0.0216578,-0.5210443,0.0701962,-0.0216578,0.0000000,1.04098,0.410687
PPO + BRT,263,2.6400,0,-0.5092677,0.0247426,-0.0258827,-0.5092677,0.0247426,-0.0258827,0.0000000,0.70979,0.410412
PPO + BRT,264,2.6500,0,-0.4989957,-0.0068054,-0.0239578,-0.4989957,-0.0068054,-0.0239578,0.0000000,0.42985,0.410113
PPO + BRT,265,2.6600,0,-0.4874743,-0.0238168,-0.0182591,-0.4874743,-0.0238168,-0.0182591,0.0000000,0.40544,0.409792
PPO + BRT,266,2.6700,1,-0.4744982,-0.0278519,-0.0091099,0.9128102,0.9700571,0.0184254,1.7091534,0.61219,0.409448
PPO + BRT,267,2.6800,1,-0.5361704,-0.0380069,0.0562689,1.5440639,2.8665209,0.6385756,3.6197703,0.78487,0.409161
PPO + BRT,268,2.6900,1,-0.7219126,-0.1149692,0.1645731,-3.5206013,0.8453845,1.7097487,3.3380392,1.00987,0.408963
PPO + BRT,269,2.7000,1,-0.5042148,-0.1584361,0.0548447,5.2142076,2.9034865,-0.8125970,6.5443244,1.16030,0.408566
PPO + BRT,270,2.7100,0,-0.8294139,-0.2120331,0.1951018,-0.8294139,-0.2120331,0.1951018,0.0000000,1.18926,0.408469
PPO + BRT,271,2.7200,0,-0.8422542,-0.2040115,0.1714331,-0.8422542,-0.2040115,0.1714331,0.0000000,1.23842,0.408326
PPO + BRT,272,2.7300,0,-0.8293575,-0.1721495,0.1396614,-0.8293575,-0.1721495,0.1396614,0.0000000,1.28205,0.408137
PPO + BRT,273,2.7400,1,-0.7910847,-0.1209868,0.1035158,-0.7944835,-0.1200557,0.1051627,0.0038899,1.30477,0.407904
PPO + BRT,274,2.7500,0,-0.7340205,-0.0591076,0.0677861,-0.7340205,-0.0591076,0.0677861,0.0000000,1.29968,0.407630
PPO + BRT,275,2.7600,0,-0.6713783,0.0062933,0.0376005,-0.6713783,0.0062933,0.0376005,0.0000000,1.26570,0.407317
PPO + BRT,276,2.7700,0,-0.6159278,0.0692679,0.0163385,-0.6159278,0.0692679,0.0163385,0.0000000,1.20574,0.406972
PPO + BRT,277,2.7800,0,-0.5731764,0.1249696,0.0040610,-0.5731764,0.1249696,0.0040610,0.0000000,1.12530,0.406597
PPO + BRT,278,2.7900,0,-0.5419390,0.1709571,-0.0008357,-0.5419390,0.1709571,-0.0008357,0.0000000,1.03160,0.406196
PPO + BRT,279,2.8000,0,-0.5189388,0.2068868,0.0002991,-0.5189388,0.2068868,0.0002991,0.0000000,0.93302,0.405770
PPO + BRT,280,2.8100,0,-0.5016959,0.2333358,0.0066239,-0.5016959,0.2333358,0.0066239,0.0000000,0.83854,0.405320
PPO + BRT,281,2.8200,1,-0.4891098,0.2511154,0.0174747,-0.2560888,0.3722542,-0.0263662,0.2662619,0.75157,0.404849
PPO + BRT,282,2.8300,1,-0.4843513,0.2661646,0.0399937,0.1331649,0.5468205,-0.0861390,0.6899300,0.66208,0.404371
PPO + BRT,283,2.8400,1,-0.4822421,0.2820786,0.0735868,0.7622927,0.7539390,-0.1782806,1.3546056,0.54376,0.403906
PPO + BRT,284,2.8500,1,-0.4729696,0.2910379,0.1107922,-4.0402045,-8.9005260,4.2972646,10.7115154,0.55165,0.403490
PPO + BRT,285,2.8600,0,-0.2861924,0.3588713,-0.0966090,-0.2861924,0.3588713,-0.0966090,0.0000000,0.79826,0.402799
PPO + BRT,286,2.8700,1,-0.3122852,0.3877336,-0.0557874,-0.2222333,0.4542606,-0.1237933,0.1309961,1.04559,0.402101
PPO + BRT,287,2.8800,1,-0.3617155,0.4126752,-0.0034125,-0.1522950,0.5638091,-0.1714802,0.3081317,1.24045,0.401401
PPO + BRT,288,2.8900,1,-0.4203407,0.4227734,0.0615639,-0.1891133,0.5833160,-0.1380261,0.3450742,1.36672,0.400703
PPO + BRT,289,2.9000,1,-0.4601837,0.3995362,0.1300739,-0.2898648,0.5095884,-0.0282125,0.2572443,1.42425,0.400005
PPO + BRT,290,2.9100,1,-0.4883405,0.3464287,0.1866204,-0.4437036,0.3720715,0.1424274,0.0678456,1.42159,0.399300
PPO + BRT,291,2.9200,0,-0.5182856,0.2824655,0.2159140,-0.5182856,0.2824655,0.2159140,0.0000000,1.36933,0.398578
PPO + BRT,292,2.9300,0,-0.5504758,0.2196716,0.2233027,-0.5504758,0.2196716,0.2233027,0.0000000,1.27669,0.397834
PPO + BRT,293,2.9400,0,-0.5860795,0.1611801,0.2185035,-0.5860795,0.1611801,0.2185035,0.0000000,1.15354,0.397067
PPO + BRT,294,2.9500,0,-0.6273471,0.1075769,0.2080214,-0.6273471,0.1075769,0.2080214,0.0000000,1.01171,0.396275
PPO + BRT,295,2.9600,0,-0.6733010,0.0601903,0.1949983,-0.6733010,0.0601903,0.1949983,0.0000000,0.86559,0.395455
PPO + BRT,296,2.9700,0,-0.7190677,0.0218358,0.1807644,-0.7190677,0.0218358,0.1807644,0.0000000,0.73330,0.394605
PPO + BRT,297,2.9800,1,-0.7582813,-0.0051042,0.1660562,-0.5839173,0.0233499,0.0340686,0.2205293,0.63211,0.393724
PPO + BRT,298,2.9900,1,-0.7909793,-0.0225205,0.1541462,-0.4191719,0.0365285,-0.1042870,0.4566346,0.57266,0.392820
PPO + BRT,299,3.0000,1,-0.8197724,-0.0331566,0.1446472,-0.3109221,0.0459891,-0.1845962,0.6112232,0.55686,0.391904
PPO + BRT,300,3.0100,1,-0.8427799,-0.0384049,0.1356679,-0.2567868,0.0515584,-0.2188827,0.6907875,0.57614,0.390981
PPO + BRT,301,3.0200,1,-0.8564178,-0.0380353,0.1253320,-0.2487925,0.0549685,-0.2180264,0.7040975,0.61574,0.390057
PPO + BRT,302,3.0300,1,-0.8579815,-0.0301482,0.1116100,-0.2645395,0.0615049,-0.2001657,0.6765928,0.66154,0.389130
PPO + BRT,303,3.0400,1,-0.8472298,-0.0130359,0.0934839,-0.3086737,0.0715471,-0.1685755,0.6048737,0.70313,0.388200
PPO + BRT,304,3.0500,1,-0.8263819,0.0136893,0.0712643,-0.3439831,0.0911057,-0.1456231,0.5345485,0.73354,0.387265
PPO + BRT,305,3.0600,1,-0.7989718,0.0471162,0.0474059,-0.3795213,0.1155457,-0.1272378,0.4594799,0.74843,0.386322
PPO + BRT,306,3.0700,1,-0.7681679,0.0832733,0.0242337,-0.3839179,0.1465002,-0.1246023,0.4168907,0.74549,0.385369
PPO + BRT,307,3.0800,1,-0.7363898,0.1178380,0.0040964,-0.3849769,0.1754337,-0.1235500,0.3782881,0.72419,0.384406
PPO + BRT,308,3.0900,1,-0.7054817,0.1481420,-0.0122809,-0.3539746,0.2048604,-0.1329482,0.3759453,0.68541,0.383434
PPO + BRT,309,3.1000,1,-0.6774915,0.1732453,-0.0240068,-0.3237003,0.2287060,-0.1398005,0.3763672,0.63115,0.382454
PPO + BRT,310,3.1100,1,-0.6535969,0.1932659,-0.0313712,-0.2761163,0.2500207,-0.1500079,0.3997341,0.56423,0.381468
PPO + BRT,311,3.1200,1,-0.6347046,0.2092303,-0.0342595,-0.2138823,0.2689428,-0.1620415,0.4438302,0.48791,0.380478
PPO + BRT,312,3.1300,1,-0.6211435,0.2223036,-0.0327637,-0.1557781,0.2832381,-0.1699327,0.4889717,0.40578,0.379488
PPO + BRT,313,3.1400,1,-0.6125206,0.2326773,-0.0276047,-0.0836088,0.2946932,-0.1793535,0.5537340,0.32179,0.378502
PPO + BRT,314,3.1500,1,-0.6085806,0.2408904,-0.0190332,-0.0065972,0.3010935,-0.1873938,0.6279759,0.24115,0.377523
PPO + BRT,315,3.1600,1,-0.6085957,0.2466938,-0.0077337,0.0740951,0.3002165,-0.1938375,0.7096239,0.17432,0.376555
PPO + BRT,316,3.1700,1,-0.6114478,0.2494236,0.0054261,0.1644317,0.2892557,-0.2002473,0.8036648,0.14661,0.375603
PPO + BRT,317,3.1800,1,-0.6155298,0.2484423,0.0196386,0.2640178,0.2636431,-0.2062967,0.9082301,0.18234,0.374671
PPO + BRT,318,3.1900,1,-0.6187378,0.2432044,0.0340415,0.3723067,0.2173501,-0.2114042,1.0213135,0.26306,0.373765
PPO + BRT,319,3.2000,1,-0.6187682,0.2338596,0.0477630,0.4943656,0.1423022,-0.2161516,1.1476501,0.36870,0.372889
PPO + BRT,320,3.2100,1,-0.6131641,0.2217493,0.0600297,0.6491833,0.0225338,-0.2247485,1.3093153,0.49481,0.372052
PPO + BRT,321,3.2200,1,-0.5985587,0.2094024,0.0704263,0.8714165,-0.1864619,-0.2449192,1.5546635,0.64488,0.371259
PPO + BRT,322,3.2300,1,-0.5694463,0.2010923,0.0787617,1.1364430,-0.6117854,-0.2830858,1.9239962,0.82662,0.370523
PPO + BRT,323,3.2400,1,-0.5219014,0.2084800,0.0818812,1.3588895,-1.9072137,-0.4578748,2.8818173,1.04993,0.369858
PPO + BRT,324,3.2500,1,-0.4533508,0.2764893,0.0661047,-2.2641921,-4.0109525,-1.6409453,4.9573503,1.22059,0.369275
PPO + BRT,325,3.2600,1,-0.5452405,0.3678278,-0.0501148,-0.1700203,0.4693421,-0.1126636,0.3937102,1.29370,0.368588
PPO + BRT,326,3.2700,1,-0.5985016,0.3102087,-0.0411119,-0.3992033,0.3499037,-0.0698856,0.2052399,1.30659,0.367901
PPO + BRT,327,3.2800,0,-0.6088243,0.2497653,-0.0365827,-0.6088243,0.2497653,-0.0365827,0.0000000,1.25164,0.367200
PPO + BRT,328,3.2900,0,-0.5519705,0.1956760,-0.0360187,-0.5519705,0.1956760,-0.0360187,0.0000000,1.13448,0.366475
PPO + BRT,329,3.3000,0,-0.5043826,0.1547744,-0.0393514,-0.5043826,0.1547744,-0.0393514,0.0000000,0.97078,0.365728
PPO + BRT,330,3.3100,0,-0.4813138,0.1189015,-0.0408983,-0.4813138,0.1189015,-0.0408983,0.0000000,0.77924,0.364962
PPO + BRT,331,3.3200,0,-0.4731847,0.0865636,-0.0379919,-0.4731847,0.0865636,-0.0379919,0.0000000,0.58649,0.364179
PPO + BRT,332,3.3300,0,-0.4725322,0.0597749,-0.0311313,-0.4725322,0.0597749,-0.0311313,0.0000000,0.44282,0.363378
PPO + BRT,333,3.3400,1,-0.4745936,0.0404373,-0.0208306,-0.1963797,0.0818810,-0.0558911,0.2834604,0.42408,0.362561
PPO + BRT,334,3.3500,1,-0.4894353,0.0331250,0.0012778,0.0803472,0.1261555,-0.0727615,0.5820555,0.51661,0.361743
PPO + BRT,335,3.3600,1,-0.5212123,0.0354476,0.0397194,0.2541128,0.1709837,-0.0631775,0.7937800,0.62974,0.360938
PPO + BRT,336,3.3700,1,-0.5777511,0.0435998,0.0916827,0.3049876,0.2046203,-0.0269468,0.9051123,0.71366,0.360155
PPO + BRT,337,3.3800,1,-0.6583195,0.0510026,0.1355021,0.1825320,0.2065909,0.0216869,0.8626661,0.75717,0.359398
PPO + BRT,338,3.3900,1,-0.7288547,0.0508039,0.1521183,-0.0729691,0.1709167,0.0631477,0.6727026,0.76906,0.358658
PPO + BRT,339,3.4000,1,-0.7640789,0.0489567,0.1515093,-0.3113158,0.1302849,0.0901587,0.4640826,0.76384,0.357921
PPO + BRT,340,3.4100,1,-0.7753482,0.0541752,0.1428821,-0.4685086,0.1085377,0.1011001,0.3144067,0.75204,0.357174
PPO + BRT,341,3.4200,1,-0.7736899,0.0675355,0.1296529,-0.5265634,0.1110212,0.0955274,0.2532333,0.73762,0.356408
PPO + BRT,342,3.4300,1,-0.7649617,0.0859359,0.1147420,-0.5372887,0.1256722,0.0827530,0.2333179,0.72018,0.355621
PPO + BRT,343,3.4400,1,-0.7520759,0.1067339,0.0999490,-0.5257644,0.1456567,0.0676055,0.2319008,0.69818,0.354812
PPO + BRT,344,3.4500,1,-0.7371557,0.1279870,0.0864143,-0.5224664,0.1640448,0.0552719,0.2199126,0.67070,0.353982
PPO + BRT,345,3.4600,1,-0.7213191,0.1483621,0.0744268,-0.5000384,0.1843624,0.0418577,0.2265433,0.63749,0.353131
PPO + BRT,346,3.4700,1,-0.7061896,0.1666672,0.0647338,-0.4680363,0.2038345,0.0292496,0.2436341,0.59855,0.352262
PPO + BRT,347,3.4800,1,-0.6928101,0.1823740,0.0576192,-0.4408056,0.2196750,0.0197053,0.2575560,0.55445,0.351376
PPO + BRT,348,3.4900,1,-0.6815458,0.1951841,0.0528484,-0.4070838,0.2332539,0.0112529,0.2801943,0.50617,0.350474
PPO + BRT,349,3.5000,1,-0.6728125,0.2050628,0.0503959,-0.3696881,0.2438871,0.0042235,0.3090689,0.45470,0.349559
PPO + BRT,350,3.5100,1,-0.6667729,0.2120969,0.0500483,-0.3375702,0.2503088,-0.0001920,0.3351994,0.40112,0.348634
PPO + BRT,351,3.5200,1,-0.6633057,0.2162455,0.0512757,-0.3022278,0.2533772,-0.0037782,0.3671334,0.34649,0.347698
PPO + BRT,352,3.5300,1,-0.6623690,0.2176640,0.0537574,-0.2617439,0.2530571,-0.0070623,0.4067581,0.29144,0.346756
PPO + BRT,353,3.5400,1,-0.6638351,0.2165997,0.0571633,-0.2322338,0.2478912,-0.0078432,0.4375896,0.23662,0.345809
