controller,step,time_s,intervened,nominal_u1,nominal_u2,nominal_u3,executed_u1,executed_u2,executed_u3,action_change_norm,slosh_mm,distance_to_goal_m
PPO + BRT,354,3.5500,1,-0.6673234,0.2129944,0.0607005,-0.2090602,0.2384990,-0.0074984,0.4640115,0.18300,0.344858
PPO + BRT,355,3.5600,1,-0.6724749,0.2070260,0.0638170,-0.1836025,0.2257383,-0.0078443,0.4944510,0.13203,0.343905
PPO + BRT,356,3.5700,1,-0.6789140,0.1991745,0.0662937,-0.1675716,0.2096858,-0.0072294,0.5167080,0.08707,0.342951
PPO + BRT,357,3.5800,1,-0.6861742,0.1897488,0.0676550,-0.1571328,0.1914355,-0.0067534,0.5342511,0.05926,0.341998
PPO + BRT,358,3.5900,1,-0.6937929,0.1791793,0.0676908,-0.1438513,0.1719259,-0.0077390,0.5551379,0.06715,0.341045
PPO + BRT,359,3.6000,1,-0.7013280,0.1680357,0.0665469,-0.1311486,0.1518861,-0.0095667,0.5754640,0.09816,0.340094
PPO + BRT,360,3.6100,1,-0.7083914,0.1567430,0.0643238,-0.1276038,0.1323990,-0.0109990,0.5861574,0.13343,0.339144
PPO + BRT,361,3.6200,1,-0.7146125,0.1454421,0.0609489,-0.1295696,0.1142403,-0.0127249,0.5904884,0.16648,0.338197
PPO + BRT,362,3.6300,1,-0.7196171,0.1342423,0.0565703,-0.1326633,0.0977597,-0.0152643,0.5924575,0.19475,0.337252
PPO + BRT,363,3.6400,1,-0.7230681,0.1232788,0.0515216,-0.1255320,0.0824774,-0.0196445,0.6031408,0.21716,0.336309
PPO + BRT,364,3.6500,1,-0.7249492,0.1130120,0.0464327,-0.1261186,0.0696546,-0.0231237,0.6044139,0.23328,0.335369
PPO + BRT,365,3.6600,1,-0.7250896,0.1033639,0.0413290,-0.1329393,0.0593371,-0.0259616,0.5975853,0.24266,0.334431
PPO + BRT,366,3.6700,1,-0.7233001,0.0942639,0.0363119,-0.1285204,0.0502079,-0.0300944,0.6000947,0.24529,0.333496
PPO + BRT,367,3.6800,1,-0.7201666,0.0862943,0.0319335,-0.1309364,0.0435880,-0.0329672,0.5943300,0.24155,0.332562
PPO + BRT,368,3.6900,1,-0.7157511,0.0793428,0.0281342,-0.1237075,0.0381806,-0.0364662,0.5969784,0.23212,0.331631
PPO + BRT,369,3.7000,1,-0.7110117,0.0739106,0.0252785,-0.1229300,0.0350626,-0.0385352,0.5928081,0.21791,0.330703
PPO + BRT,370,3.7100,1,-0.7060656,0.0697632,0.0232065,-0.1210210,0.0334559,-0.0401764,0.5895870,0.19982,0.329777
PPO + BRT,371,3.7200,1,-0.7014006,0.0669271,0.0219651,-0.1189734,0.0332309,-0.0412479,0.5868158,0.17885,0.328855
PPO + BRT,372,3.7300,1,-0.6973777,0.0653268,0.0215329,-0.1175564,0.0341896,-0.0416966,0.5840892,0.15602,0.327935
PPO + BRT,373,3.7400,1,-0.6942069,0.0648106,0.0218379,-0.1176251,0.0361052,-0.0414994,0.5807600,0.13229,0.327018
PPO + BRT,374,3.7500,1,-0.6919333,0.0651675,0.0227672,-0.1101409,0.0382919,-0.0417122,0.5859712,0.10876,0.326104
PPO + BRT,375,3.7600,1,-0.6911902,0.0665236,0.0244203,-0.1147488,0.0414728,-0.0400981,0.5805815,0.08629,0.325194
PPO + BRT,376,3.7700,1,-0.6910120,0.0682044,0.0263301,-0.1215357,0.0447828,-0.0381073,0.5735887,0.06527,0.324286
PPO + BRT,377,3.7800,1,-0.6911910,0.0700005,0.0283694,-0.1302272,0.0480267,-0.0358579,0.5650561,0.04591,0.323381
PPO + BRT,378,3.7900,1,-0.6915396,0.0717396,0.0304332,-0.1306681,0.0506976,-0.0345870,0.5650198,0.02865,0.322478
PPO + BRT,379,3.8000,1,-0.6926051,0.0736370,0.0326890,-0.1451836,0.0536242,-0.0315579,0.5515419,0.01423,0.321577
PPO + BRT,380,3.8100,1,-0.6932796,0.0750791,0.0346684,-0.1479225,0.0556472,-0.0301609,0.5495404,0.00876,0.320678
PPO + BRT,381,3.8200,1,-0.6943787,0.0764610,0.0366924,-0.1644000,0.0577879,-0.0270977,0.5341305,0.01733,0.319779
PPO + BRT,382,3.8300,1,-0.6948797,0.0772442,0.0383314,-0.1798809,0.0593863,-0.0244528,0.5191188,0.02808,0.318880
PPO + BRT,383,3.8400,1,-0.6948705,0.0774907,0.0396685,-0.1845281,0.0601857,-0.0233764,0.5145128,0.03864,0.317981
PPO + BRT,384,3.8500,1,-0.6951036,0.0775917,0.0410396,-0.1940652,0.0608666,-0.0216650,0.5052238,0.04872,0.317080
PPO + BRT,385,3.8600,1,-0.6952128,0.0773674,0.0422776,-0.2088243,0.0613979,-0.0193913,0.4905424,0.05857,0.316178
PPO + BRT,386,3.8700,1,-0.6948327,0.0766670,0.0432568,-0.2147931,0.0613283,-0.0184244,0.4842291,0.06838,0.315274
PPO + BRT,387,3.8800,1,-0.6945776,0.0758258,0.0442700,-0.2308959,0.0613976,-0.0161062,0.4678185,0.07839,0.314366
PPO + BRT,388,3.8900,1,-0.6937371,0.0745371,0.0450343,-0.2353349,0.0608629,-0.0154905,0.4625827,0.08873,0.313455
PPO + BRT,389,3.9000,1,-0.6931480,0.0732382,0.0459358,-0.2499990,0.0605714,-0.0133755,0.4472799,0.09952,0.312540
PPO + BRT,390,3.9100,1,-0.6920864,0.0716262,0.0466722,-0.2534043,0.0598102,-0.0128808,0.4428636,0.11078,0.311621
PPO + BRT,391,3.9200,1,-0.6913862,0.0701127,0.0476053,-0.2708372,0.0594441,-0.0103048,0.4246514,0.12263,0.310697
PPO + BRT,392,3.9300,1,-0.6900297,0.0682829,0.0483164,-0.2756449,0.0586328,-0.0095995,0.4185238,0.13516,0.309767
PPO + BRT,393,3.9400,1,-0.6889869,0.0665924,0.0492288,-0.2901731,0.0581273,-0.0073342,0.4028938,0.14836,0.308831
PPO + BRT,394,3.9500,1,-0.6875458,0.0647673,0.0500433,-0.2916727,0.0573198,-0.0069663,0.4000264,0.16212,0.307889
PPO + BRT,395,3.9600,1,-0.6867380,0.0632380,0.0511621,-0.3092020,0.0569672,-0.0040460,0.3816028,0.17636,0.306940
PPO + BRT,396,3.9700,1,-0.6853317,0.0615337,0.0520727,-0.3239839,0.0564802,-0.0015978,0.3653468,0.19139,0.305983
PPO + BRT,397,3.9800,1,-0.6835760,0.0597969,0.0529251,-0.3261089,0.0558385,-0.0010193,0.3615361,0.20699,0.305018
PPO + BRT,398,3.9900,1,-0.6825205,0.0584126,0.0541093,-0.3381305,0.0555229,0.0013030,0.3484269,0.22289,0.304045
PPO + BRT,399,4.0000,1,-0.6813817,0.0570854,0.0552691,-0.3463281,0.0552081,0.0030650,0.3391013,0.23897,0.303063
PPO + BRT,400,4.0100,1,-0.6804852,0.0559291,0.0565194,-0.3599080,0.0550079,0.0057642,0.3245715,0.25516,0.302071
PPO + BRT,401,4.0200,1,-0.6793977,0.0547987,0.0576802,-0.3723903,0.0547892,0.0082972,0.3109537,0.27150,0.301069
PPO + BRT,402,4.0300,1,-0.6782244,0.0537382,0.0588040,-0.3784574,0.0545971,0.0098135,0.3037451,0.28780,0.300057
PPO + BRT,403,4.0400,1,-0.6775045,0.0529053,0.0600795,-0.3904395,0.0545072,0.0124258,0.2909979,0.30389,0.299034
PPO + BRT,404,4.0500,1,-0.6767390,0.0521306,0.0612836,-0.4013779,0.0544121,0.0148623,0.2792559,0.31974,0.297999
PPO + BRT,405,4.0600,1,-0.6760111,0.0514351,0.0624483,-0.4088660,0.0543625,0.0167302,0.2710447,0.33518,0.296953
PPO + BRT,406,4.0700,1,-0.6755975,0.0508836,0.0636631,-0.4191428,0.0543317,0.0191221,0.2603168,0.35008,0.295894
PPO + BRT,407,4.0800,1,-0.6752438,0.0503880,0.0648065,-0.4308591,0.0542572,0.0217460,0.2481795,0.36444,0.294822
PPO + BRT,408,4.0900,1,-0.6748117,0.0499044,0.0658252,-0.4368763,0.0542306,0.0233183,0.2417412,0.37815,0.293737
PPO + BRT,409,4.1000,1,-0.6747535,0.0495398,0.0668867,-0.4474172,0.0541598,0.0257248,0.2310789,0.39112,0.292639
PPO + BRT,410,4.1100,1,-0.6746606,0.0491715,0.0678100,-0.4584217,0.0540064,0.0281490,0.2198991,0.40341,0.291526
PPO + BRT,411,4.1200,1,-0.6744702,0.0487807,0.0685805,-0.4610846,0.0539763,0.0289611,0.2170947,0.41489,0.290400
PPO + BRT,412,4.1300,1,-0.6748401,0.0485149,0.0694442,-0.4712480,0.0538172,0.0311949,0.2072218,0.42542,0.289258
PPO + BRT,413,4.1400,1,-0.6751059,0.0481951,0.0701094,-0.4789243,0.0536196,0.0328404,0.1997639,0.43508,0.288102
PPO + BRT,414,4.1500,1,-0.6754369,0.0478591,0.0706542,-0.4835980,0.0534479,0.0338248,0.1954221,0.44380,0.286931
PPO + BRT,415,4.1600,1,-0.6760365,0.0475444,0.0711505,-0.4902710,0.0531982,0.0351351,0.1893090,0.45152,0.285744
PPO + BRT,416,4.1700,1,-0.6766940,0.0471924,0.0715006,-0.4985589,0.0528211,0.0366450,0.1816004,0.45833,0.284542
PPO + BRT,417,4.1800,1,-0.6772363,0.0467647,0.0716446,-0.5031455,0.0524531,0.0372897,0.1775393,0.46428,0.283324
PPO + BRT,418,4.1900,1,-0.6779238,0.0463192,0.0716979,-0.5054718,0.0521164,0.0373975,0.1759256,0.46928,0.282090
PPO + BRT,419,4.2000,1,-0.6788925,0.0458771,0.0717013,-0.5110152,0.0516488,0.0380679,0.1713105,0.47331,0.280841
PPO + BRT,420,4.2100,1,-0.6798326,0.0453682,0.0715207,-0.5149699,0.0511472,0.0382679,0.1682821,0.47644,0.279575
PPO + BRT,421,4.2200,1,-0.6808260,0.0448125,0.0711999,-0.5185996,0.0505884,0.0382903,0.1656316,0.47870,0.278293
PPO + BRT,422,4.2300,1,-0.6818527,0.0442084,0.0707361,-0.5192263,0.0500726,0.0375710,0.1660773,0.48006,0.276995
PPO + BRT,423,4.2400,1,-0.6831062,0.0435943,0.0702057,-0.5224589,0.0494361,0.0372916,0.1640885,0.48052,0.275681
PPO + BRT,424,4.2500,1,-0.6843271,0.0429178,0.0694997,-0.5243064,0.0487717,0.0365805,0.1634766,0.48015,0.274351
PPO + BRT,425,4.2600,1,-0.6855794,0.0421972,0.0686568,-0.5261710,0.0480514,0.0357517,0.1628743,0.47900,0.273005
PPO + BRT,426,4.2700,1,-0.6868162,0.0414274,0.0676676,-0.5279800,0.0472691,0.0347953,0.1623073,0.47716,0.271644
PPO + BRT,427,4.2800,1,-0.6879994,0.0406078,0.0665310,-0.5253347,0.0465901,0.0327920,0.1662345,0.47459,0.270266
PPO + BRT,428,4.2900,1,-0.6894455,0.0398000,0.0653751,-0.5265725,0.0457675,0.0315351,0.1664584,0.47128,0.268873
PPO + BRT,429,4.3000,1,-0.6907954,0.0389344,0.0640509,-0.5271139,0.0449036,0.0299946,0.1672934,0.46734,0.267465
PPO + BRT,430,4.3100,1,-0.6920644,0.0380213,0.0625857,-0.5269043,0.0440050,0.0282132,0.1688050,0.46287,0.266042
PPO + BRT,431,4.3200,1,-0.6932766,0.0370721,0.0610060,-0.5262892,0.0430761,0.0262518,0.1706714,0.45792,0.264603
PPO + BRT,432,4.3300,1,-0.6944319,0.0360910,0.0593256,-0.5259681,0.0420949,0.0242800,0.1721752,0.45258,0.263150
PPO + BRT,433,4.3400,1,-0.6954767,0.0350727,0.0575388,-0.5246913,0.0411024,0.0220325,0.1745413,0.44693,0.261683
PPO + BRT,434,4.3500,1,-0.6964641,0.0340316,0.0556818,-0.5229928,0.0400877,0.0196755,0.1772721,0.44100,0.260201
PPO + BRT,435,4.3600,1,-0.6974068,0.0329731,0.0537684,-0.5215841,0.0390423,0.0173283,0.1796617,0.43485,0.258705
PPO + BRT,436,4.3700,1,-0.6982608,0.0318900,0.0517916,-0.5203314,0.0379544,0.0149946,0.1817957,0.42855,0.257195
PPO + BRT,437,4.3800,1,-0.6989961,0.0307805,0.0497534,-0.5180777,0.0368653,0.0124438,0.1848257,0.42215,0.255672
PPO + BRT,438,4.3900,1,-0.6996850,0.0296609,0.0476915,-0.5162750,0.0357441,0.0099739,0.1873468,0.41568,0.254136
PPO + BRT,439,4.4000,1,-0.7002784,0.0285219,0.0455946,-0.5143437,0.0346045,0.0074687,0.1899008,0.40920,0.252587
PPO + BRT,440,4.4100,1,-0.7007797,0.0273654,0.0434737,-0.5116602,0.0334622,0.0048285,0.1931238,0.40273,0.251025
PPO + BRT,441,4.4200,1,-0.7012492,0.0262035,0.0413559,-0.5092842,0.0322954,0.0022869,0.1959951,0.39629,0.249451
PPO + BRT,442,4.4300,1,-0.7016554,0.0250294,0.0392323,-0.5075597,0.0310944,-0.0001255,0.1981388,0.38992,0.247865
PPO + BRT,443,4.4400,1,-0.7019381,0.0238315,0.0370887,-0.5048282,0.0298941,-0.0027123,0.2011795,0.38366,0.246268
PPO + BRT,444,4.4500,1,-0.7021878,0.0226290,0.0349628,-0.5029789,0.0286575,-0.0050842,0.2032839,0.37753,0.244659
PPO + BRT,445,4.4600,1,-0.7023262,0.0214063,0.0328311,-0.5004224,0.0274184,-0.0075696,0.2059940,0.37156,0.243039
PPO + BRT,446,4.4700,1,-0.7024215,0.0201785,0.0307215,-0.4992867,0.0261287,-0.0097303,0.2072088,0.36579,0.241408
PPO + BRT,447,4.4800,1,-0.7023483,0.0189223,0.0285982,-0.4963209,0.0248594,-0.0122126,0.2101144,0.36025,0.239767
PPO + BRT,448,4.4900,1,-0.7022856,0.0176772,0.0265252,-0.4946159,0.0235652,-0.0144129,0.2117482,0.35492,0.238116
PPO + BRT,449,4.5000,1,-0.7021236,0.0164190,0.0244656,-0.4919066,0.0222826,-0.0167439,0.2142984,0.34983,0.236455
PPO + BRT,450,4.5100,1,-0.7019668,0.0151710,0.0224536,-0.4906206,0.0209733,-0.0187677,0.2154068,0.34498,0.234784
PPO + BRT,451,4.5200,1,-0.7016881,0.0139065,0.0204492,-0.4882308,0.0196754,-0.0209551,0.2175124,0.34038,0.233104
PPO + BRT,452,4.5300,1,-0.7014059,0.0126537,0.0184917,-0.4858465,0.0183888,-0.0230873,0.2196078,0.33600,0.231415
PPO + BRT,453,4.5400,1,-0.7011293,0.0114124,0.0165788,-0.4838106,0.0171031,-0.0251023,0.2213529,0.33183,0.229717
PPO + BRT,454,4.5500,1,-0.7008323,0.0101764,0.0146986,-0.4819640,0.0158176,-0.0270261,0.2228813,0.32785,0.228011
PPO + BRT,455,4.5600,1,-0.7005039,0.0089443,0.0128463,-0.4802738,0.0145362,-0.0289060,0.2242228,0.32408,0.226297
PPO + BRT,456,4.5700,1,-0.7001369,0.0077154,0.0110193,-0.4782026,0.0132674,-0.0308065,0.2259094,0.32049,0.224575
PPO + BRT,457,4.5800,1,-0.6997776,0.0065004,0.0092289,-0.4767431,0.0119957,-0.0325536,0.2269809,0.31707,0.222845
PPO + BRT,458,4.5900,1,-0.6993703,0.0052884,0.0074572,-0.4747764,0.0107398,-0.0343520,0.2285172,0.31382,0.221108
PPO + BRT,459,4.6000,1,-0.6989745,0.0040938,0.0057196,-0.4731520,0.0094963,-0.0360623,0.2297188,0.31073,0.219364
PPO + BRT,460,4.6100,1,-0.6985604,0.0029095,0.0040049,-0.4713850,0.0082667,-0.0377687,0.2310463,0.30776,0.217613
PPO + BRT,461,4.6200,1,-0.6981480,0.0017404,0.0023164,-0.4699261,0.0070470,-0.0393876,0.2320617,0.30493,0.215855
PPO + BRT,462,4.6300,1,-0.6977093,0.0005811,0.0006450,-0.4685129,0.0058382,-0.0409757,0.2330041,0.30222,0.214092
PPO + BRT,463,4.6400,1,-0.6972442,-0.0005670,-0.0010096,-0.4670441,0.0046443,-0.0425607,0.2339781,0.29964,0.212322
PPO + BRT,464,4.6500,1,-0.6967635,-0.0017003,-0.0026450,-0.4656259,0.0034645,-0.0440973,0.2348819,0.29716,0.210547
PPO + BRT,465,4.6600,1,-0.6962659,-0.0028179,-0.0042627,-0.4640170,0.0023045,-0.0456336,0.2359605,0.29479,0.208766
PPO + BRT,466,4.6700,1,-0.6957760,-0.0039145,-0.0058583,-0.4630626,0.0011566,-0.0470555,0.2363862,0.29252,0.206980
PPO + BRT,467,4.6800,1,-0.6952253,-0.0050044,-0.0074486,-0.4616840,0.0000244,-0.0485215,0.2371788,0.29036,0.205189
PPO + BRT,468,4.6900,1,-0.6946656,-0.0060739,-0.0090200,-0.4598823,-0.0010799,-0.0500268,0.2383898,0.28828,0.203393
PPO + BRT,469,4.7000,1,-0.6941468,-0.0071141,-0.0105639,-0.4586982,-0.0021630,-0.0514140,0.2390173,0.28627,0.201593
PPO + BRT,470,4.7100,1,-0.6936005,-0.0081420,-0.0120989,-0.4579176,-0.0032387,-0.0527282,0.2392095,0.28435,0.199789
PPO + BRT,471,4.7200,1,-0.6929843,-0.0091640,-0.0136328,-0.4567739,-0.0043019,-0.0540777,0.2396973,0.28252,0.197981
PPO + BRT,472,4.7300,1,-0.6923442,-0.0101676,-0.0151529,-0.4553731,-0.0053385,-0.0554520,0.2404217,0.28077,0.196169
PPO + BRT,473,4.7400,1,-0.6917129,-0.0111469,-0.0166529,-0.4538338,-0.0063484,-0.0568172,0.2412937,0.27909,0.194354
PPO + BRT,474,4.7500,1,-0.6911076,-0.0121006,-0.0181322,-0.4528963,-0.0073413,-0.0580740,0.2415836,0.27747,0.192536
PPO + BRT,475,4.7600,1,-0.6904596,-0.0130448,-0.0196068,-0.4518567,-0.0083212,-0.0593496,0.2419362,0.27592,0.190715
PPO + BRT,476,4.7700,1,-0.6897835,-0.0139750,-0.0210724,-0.4509794,-0.0092888,-0.0605701,0.2420938,0.27443,0.188891
PPO + BRT,477,4.7800,1,-0.6890630,-0.0148931,-0.0225313,-0.4496007,-0.0102344,-0.0618460,0.2427129,0.27302,0.187065
PPO + BRT,478,4.7900,1,-0.6883600,-0.0157863,-0.0239709,-0.4486971,-0.0111611,-0.0630509,0.2428722,0.27167,0.185237
PPO + BRT,479,4.8000,1,-0.6876200,-0.0166677,-0.0254035,-0.4474139,-0.0120687,-0.0642799,0.2433752,0.27038,0.183407
PPO + BRT,480,4.8100,1,-0.6868901,-0.0175272,-0.0268197,-0.4463094,-0.0129536,-0.0654747,0.2437093,0.26914,0.181576
PPO + BRT,481,4.8200,1,-0.6861497,-0.0183714,-0.0282255,-0.4455371,-0.0138292,-0.0666161,0.2436984,0.26795,0.179744
PPO + BRT,482,4.8300,1,-0.6853608,-0.0192070,-0.0296275,-0.4444752,-0.0146893,-0.0677802,0.2439302,0.26682,0.177911
PPO + BRT,483,4.8400,1,-0.6845607,-0.0200252,-0.0310176,-0.4431493,-0.0155272,-0.0689600,0.2444162,0.26573,0.176078
PPO + BRT,484,4.8500,1,-0.6837823,-0.0208210,-0.0323913,-0.4421370,-0.0163465,-0.0700888,0.2446090,0.26469,0.174245
PPO + BRT,485,4.8600,1,-0.6829870,-0.0216042,-0.0337574,-0.4411662,-0.0171514,-0.0711993,0.2447427,0.26368,0.172411
PPO + BRT,486,4.8700,1,-0.6821705,-0.0223754,-0.0351169,-0.4400398,-0.0179415,-0.0723236,0.2450128,0.26270,0.170578
PPO + BRT,487,4.8800,1,-0.6813521,-0.0231306,-0.0364664,-0.4392202,-0.0187186,-0.0734017,0.2449725,0.26176,0.168746
PPO + BRT,488,4.8900,1,-0.6804943,-0.0238774,-0.0378126,-0.4380944,-0.0194811,-0.0745044,0.2452006,0.26086,0.166915
PPO + BRT,489,4.9000,1,-0.6796361,-0.0246068,-0.0391483,-0.4371378,-0.0202284,-0.0755701,0.2452573,0.25999,0.165086
PPO + BRT,490,4.9100,1,-0.6787564,-0.0253235,-0.0404777,-0.4356897,-0.0209540,-0.0766885,0.2457879,0.25914,0.163258
PPO + BRT,491,4.9200,1,-0.6779158,-0.0260172,-0.0417919,-0.4347082,-0.0216622,-0.0777493,0.2458899,0.25830,0.161433
PPO + BRT,492,4.9300,1,-0.6770533,-0.0267022,-0.0431030,-0.4337880,-0.0223625,-0.0787832,0.2459063,0.25749,0.159611
PPO + BRT,493,4.9400,1,-0.6761606,-0.0273783,-0.0444119,-0.4322775,-0.0230425,-0.0798948,0.2464889,0.25669,0.157792
PPO + BRT,494,4.9500,1,-0.6753101,-0.0280330,-0.0457074,-0.4308363,-0.0237025,-0.0809769,0.2470428,0.25589,0.155976
PPO + BRT,495,4.9600,1,-0.6744880,-0.0286728,-0.0469954,-0.4298160,-0.0243522,-0.0820147,0.2472031,0.25508,0.154164
PPO + BRT,496,4.9700,1,-0.6736361,-0.0293096,-0.0482861,-0.4284159,-0.0249941,-0.0830825,0.2477142,0.25428,0.152357
PPO + BRT,497,4.9800,1,-0.6727988,-0.0299344,-0.0495725,-0.4268758,-0.0256195,-0.0841767,0.2483831,0.25346,0.150554
PPO + BRT,498,4.9900,1,-0.6719875,-0.0305478,-0.0508548,-0.4259757,-0.0262434,-0.0851874,0.2484332,0.25264,0.148757
PPO + BRT,499,5.0000,1,-0.6711153,-0.0311648,-0.0521462,-0.4243487,-0.0268586,-0.0862880,0.2491545,0.25182,0.146966
PPO + BRT,500,5.0100,1,-0.6702709,-0.0317676,-0.0534322,-0.4229052,-0.0274631,-0.0873585,0.2497185,0.25099,0.145181
PPO + BRT,501,5.0200,1,-0.6694244,-0.0323633,-0.0547188,-0.4215613,-0.0280616,-0.0884144,0.2501799,0.25015,0.143403
PPO + BRT,502,5.0300,1,-0.6685573,-0.0329547,-0.0560086,-0.4198396,-0.0286493,-0.0895168,0.2510017,0.24931,0.141633
PPO + BRT,503,5.0400,1,-0.6677126,-0.0335344,-0.0572955,-0.4178643,-0.0292202,-0.0906408,0.2521006,0.24847,0.139871
PPO + BRT,504,5.0500,1,-0.6669143,-0.0341013,-0.0585785,-0.4161211,-0.0297822,-0.0917408,0.2530131,0.24761,0.138117
PPO + BRT,505,5.0600,1,-0.6661226,-0.0346653,-0.0598653,-0.4148598,-0.0303476,-0.0927899,0.2534476,0.24674,0.136373
PPO + BRT,506,5.0700,1,-0.6652675,-0.0352365,-0.0611647,-0.4125759,-0.0309061,-0.0939518,0.2548466,0.24587,0.134639
PPO + BRT,507,5.0800,1,-0.6644745,-0.0357917,-0.0624586,-0.4110996,-0.0314584,-0.0950262,0.2554962,0.24500,0.132916
PPO + BRT,508,5.0900,1,-0.6636295,-0.0363525,-0.0637636,-0.4087695,-0.0320056,-0.0961897,0.2569513,0.24413,0.131204
PPO + BRT,509,5.1000,1,-0.6628358,-0.0368996,-0.0650653,-0.4072475,-0.0325492,-0.0972670,0.2576456,0.24326,0.129504
PPO + BRT,510,5.1100,1,-0.6619794,-0.0374529,-0.0663792,-0.4051958,-0.0330919,-0.0984019,0.2588094,0.24241,0.127817
PPO + BRT,511,5.1200,1,-0.6611235,-0.0379982,-0.0676946,-0.4030777,-0.0336271,-0.0995329,0.2600393,0.24158,0.126144
PPO + BRT,512,5.1300,1,-0.6602697,-0.0385351,-0.0690113,-0.4008082,-0.0341492,-0.1006864,0.2614246,0.24076,0.124485
PPO + BRT,513,5.1400,1,-0.6594301,-0.0390624,-0.0703282,-0.3988150,-0.0346671,-0.1018011,0.2625453,0.23996,0.122842
PPO + BRT,514,5.1500,1,-0.6585610,-0.0395868,-0.0716506,-0.3965401,-0.0351764,-0.1029466,0.2639202,0.23919,0.121215
PPO + BRT,515,5.1600,1,-0.6576934,-0.0401014,-0.0729735,-0.3945258,-0.0356806,-0.1040550,0.2650336,0.23845,0.119606
PPO + BRT,516,5.1700,1,-0.6567872,-0.0406111,-0.0743007,-0.3926656,-0.0361802,-0.1051491,0.2659539,0.23774,0.118014
PPO + BRT,517,5.1800,1,-0.6558195,-0.0411155,-0.0756321,-0.3903963,-0.0366701,-0.1062737,0.2672231,0.23708,0.116441
PPO + BRT,518,5.1900,1,-0.6548427,-0.0416027,-0.0769589,-0.3880397,-0.0371416,-0.1073855,0.2685694,0.23646,0.114889
PPO + BRT,519,5.2000,1,-0.6538654,-0.0420706,-0.0782798,-0.3859589,-0.0375955,-0.1084743,0.2696398,0.23588,0.113358
PPO + BRT,520,5.2100,1,-0.6528497,-0.0425247,-0.0795983,-0.3836910,-0.0380343,-0.1095531,0.2708577,0.23535,0.111849
PPO + BRT,521,5.2200,1,-0.6518201,-0.0429583,-0.0809100,-0.3819842,-0.0384582,-0.1105730,0.2714987,0.23486,0.110363
PPO + BRT,522,5.2300,1,-0.6507040,-0.0433801,-0.0822206,-0.3798099,-0.0388654,-0.1116116,0.2725213,0.23442,0.108902
PPO + BRT,523,5.2400,1,-0.6495675,-0.0437745,-0.0835193,-0.3774968,-0.0392413,-0.1126558,0.2736639,0.23403,0.107467
PPO + BRT,524,5.2500,1,-0.6484319,-0.0441385,-0.0848035,-0.3756673,-0.0395914,-0.1136388,0.2743222,0.23367,0.106059
PPO + BRT,525,5.2600,1,-0.6472373,-0.0444805,-0.0860786,-0.3738276,-0.0399199,-0.1145946,0.2749306,0.23336,0.104678
PPO + BRT,526,5.2700,1,-0.6459917,-0.0447949,-0.0873409,-0.3720520,-0.0402215,-0.1155226,0.2754236,0.23307,0.103328
PPO + BRT,527,5.2800,1,-0.6446949,-0.0450789,-0.0885879,-0.3703682,-0.0404931,-0.1164175,0.2757728,0.23282,0.102007
PPO + BRT,528,5.2900,1,-0.6433446,-0.0453296,-0.0898174,-0.3684264,-0.0407260,-0.1173155,0.2763284,0.23259,0.100719
PPO + BRT,529,5.3000,1,-0.6419851,-0.0455393,-0.0910237,-0.3669342,-0.0409237,-0.1181414,0.2764231,0.23238,0.099464
